Num,First,Last,Pos
,Kristaps,Porzingis,F-C
5,J.J.,Barea,PG
7,Dwight,Powell,C
10,Dorian,Finney-Smith,SF
1,Courtney,Lee,SG
44,Justin,Jackson,SF
11,Tim,Hardaway,SG
42,Maxi,Kleber,PF
23,Trey,Burke,PG
77,Luka,Doncic,SG
45,Ryan,Broekhoff,SG
37,Kostas,Antetokounmpo,PF
13,Jalen,Brunson,PG
41,Dirk,Nowitzki,PF
3,Daryl,Macon,SG
34,Devin,Harris,PG
